"codigo";"nome_ascii";"nivelensino";"ano";"periodo";"capacidade_aluno";"local";"data_inicio";"data_fim";"codigo_turma";"descricao_horario";"observacao";"distancia";"tipo";"data_consolidacao";"agrupadora";"qtd_aulas_lancadas";"situacaoturma";"convenio";"modalidadeparticipantes";"campusturma"
"BIB0112";"REPRESENTACAO DESCRITIVA I ";"GRADUAÇÃO";"2016";"2";"40";"IG2";"2016-07-25";"2016-12-17";"01";"35T34";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"ARQ0545";"HISTORIA E TEORIA DA ARQUITETURA E URB. 02";"GRADUAÇÃO";"2016";"2";"25";"G3";"2016-07-25";"2016-12-17";"01";"3N1234";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"DCS0503";"TEORIA SOCIOLOGICA IV";"GRADUAÇÃO";"2016";"2";"3";"a definir";"2016-07-25";"2016-12-17";"IND";"";"";"f";"3";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"07";"6M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"17";"2M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"10";"2M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"23";"6M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"18";"6M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"13";"6M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"24";"2M1";"";"f";"1";"";"f";"";"EXCLUÍDA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"14";"2M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"15";"6M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"25";"2M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"02";"2M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"06";"2M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"16";"2M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"27";"2M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"08";"2M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"26";"2M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"30";"2M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"22";"2M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"09";"2M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"05";"6M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"28";"6M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"01";"2M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"1";"Setor de Aulas VI";"2016-08-08";"2016-12-16";"31";"6T6";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"20";"2M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"03";"6M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"04";"2M1";"";"f";"1";"";"f";"";"A DEFINIR DOCENTE";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"19";"2M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"29";"6M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"21";"2M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"11";"6M1";"";"f";"1";"";"f";"";"EXCLUÍDA";"";"Presencial";""
"PPE0006";"SEMINARIO DE ORIENTACAO DE DISSERTACAO IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"12";"2M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0007";"SEMINARIO DE PESQUISA I";"STRICTO SENSU";"2016";"2";"2";"Setor de Aulas VI";"2016-08-08";"2016-12-16";"02";"6N2";"";"f";"1";"";"f";"";"EXCLUÍDA";"";"Presencial";""
"PPE0007";"SEMINARIO DE PESQUISA I";"STRICTO SENSU";"2016";"2";"1";"Setor de Aulas VI";"2016-08-08";"2016-12-16";"04";"6N3";"";"f";"1";"";"f";"";"EXCLUÍDA";"";"Presencial";""
"PPE0007";"SEMINARIO DE PESQUISA I";"STRICTO SENSU";"2016";"2";"1";"SETOR VI";"2016-08-08";"2016-12-16";"07";"2M2";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0007";"SEMINARIO DE PESQUISA I";"STRICTO SENSU";"2016";"2";"1";"Setor VI";"2016-08-08";"2016-12-16";"01";"5T6";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0007";"SEMINARIO DE PESQUISA I";"STRICTO SENSU";"2016";"2";"1";"SETOR VI";"2016-08-08";"2016-12-16";"06";"2M5";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0007";"SEMINARIO DE PESQUISA I";"STRICTO SENSU";"2016";"2";"2";"SETOR VI";"2016-08-08";"2016-12-16";"05";"2M4";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0007";"SEMINARIO DE PESQUISA I";"STRICTO SENSU";"2016";"2";"1";"Setor de Aulas VI";"2016-08-08";"2016-12-16";"03";"6N3";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0010";"SEMINARIO DE PESQUISA IV";"STRICTO SENSU";"2016";"2";"1";"Setor IV";"2016-08-08";"2016-12-16";"12";"5M6";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0010";"SEMINARIO DE PESQUISA IV";"STRICTO SENSU";"2016";"2";"1";"Setor IV";"2016-08-08";"2016-12-16";"11";"6M5";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0010";"SEMINARIO DE PESQUISA IV";"STRICTO SENSU";"2016";"2";"2";"Setor IV";"2016-08-08";"2016-12-16";"10";"6M5";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0010";"SEMINARIO DE PESQUISA IV";"STRICTO SENSU";"2016";"2";"1";"Setor IV";"2016-08-08";"2016-12-16";"09";"6N1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0010";"SEMINARIO DE PESQUISA IV";"STRICTO SENSU";"2016";"2";"1";"Setor IV";"2016-08-08";"2016-12-16";"08";"6N1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0010";"SEMINARIO DE PESQUISA IV";"STRICTO SENSU";"2016";"2";"1";"Setor IV";"2016-08-08";"2016-12-16";"07";"6M5";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0010";"SEMINARIO DE PESQUISA IV";"STRICTO SENSU";"2016";"2";"1";"Setor IV";"2016-08-08";"2016-12-16";"03";"6T5";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0010";"SEMINARIO DE PESQUISA IV";"STRICTO SENSU";"2016";"2";"1";"Setor IV";"2016-08-08";"2016-12-16";"02";"6T5";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0010";"SEMINARIO DE PESQUISA IV";"STRICTO SENSU";"2016";"2";"2";"Setor IV";"2016-08-08";"2016-12-16";"01";"6T5";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0010";"SEMINARIO DE PESQUISA IV";"STRICTO SENSU";"2016";"2";"2";"Setor IV";"2016-08-08";"2016-12-16";"05";"5N1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0010";"SEMINARIO DE PESQUISA IV";"STRICTO SENSU";"2016";"2";"3";"Setor IV";"2016-08-08";"2016-12-16";"04";"5M5";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0010";"SEMINARIO DE PESQUISA IV";"STRICTO SENSU";"2016";"2";"1";"Setor IV";"2016-08-08";"2016-12-16";"06";"6M5";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PPE0010";"SEMINARIO DE PESQUISA IV";"STRICTO SENSU";"2016";"2";"2";"Setor VI";"2016-08-08";"2016-12-16";"13";"7M1";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"ADM0138";"ADMCONSULT I";"GRADUAÇÃO";"2016";"2";"45";"Sala da ADMConsult";"2016-07-25";"2016-12-17";"01";"";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"HIS0023";"HISTORIA REGIONAL E LOCAL";"GRADUAÇÃO";"2016";"2";"30";"2ª-feira: 2H5, 4ª-feira: 2G2";"2016-07-25";"2016-12-17";"02";"24N12";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"HIS0023";"HISTORIA REGIONAL E LOCAL";"GRADUAÇÃO";"2016";"2";"30";"2G2";"2016-07-25";"2016-12-17";"01";"24M12";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"DOL0003";"ICTIOLOGIA";"GRADUAÇÃO";"2016";"2";"20";"Departamento de Oceanografia e Limnologia";"2016-07-25";"2016-12-17";"01";"6M2345";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"DED0357";"TECNOLOGIAS EDUCACIONAIS";"GRADUAÇÃO";"2016";"2";"50";"02";"2016-07-25";"2016-12-17";"01";"6N123";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Currais Novos"
"COM0503";"LINGUAGEM FOTOGRAFICA";"GRADUAÇÃO";"2016";"2";"45";"labcom";"2016-07-25";"2016-12-17";"02";"24N34";"";"f";"1";"";"f";"";"EXCLUÍDA";"";"Presencial";"Campus Central"
"COM0503";"LINGUAGEM FOTOGRAFICA";"GRADUAÇÃO";"2016";"2";"45";"A DEFINIR";"2016-07-25";"2016-12-17";"01";"24N12";"";"f";"1";"";"f";"";"EXCLUÍDA";"";"Presencial";"Campus Central"
"COM0503";"LINGUAGEM FOTOGRAFICA";"GRADUAÇÃO";"2016";"2";"45";"SETOR II - AUDITÓRIO DE HISTÓRIA - BLOCO C";"2016-07-25";"2016-12-17";"03";"24N12";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"FIL0015";"FILOSOFIA E ARTE I";"GRADUAÇÃO";"2016";"2";"50";"Sala Q do Prédio do DEART";"2016-07-25";"2016-12-17";"01";"4T3456";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"LET0358";"SINTAXE DA LINGUA PORTUGUESA I";"GRADUAÇÃO";"2016";"2";"50";"2D3";"2016-07-25";"2016-12-17";"01";"4N1234";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"LET0128";"LINGUA GREGA I";"GRADUAÇÃO";"2016";"2";"20";"2E2";"2016-07-25";"2016-12-17";"01";"46T34";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"LET0090";"FONOLOGIA DA LINGUA PORTUGUESA I";"GRADUAÇÃO";"2016";"2";"50";"2A2";"2016-07-25";"2016-12-17";"01";"2M3456";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"RMI0017";"SAUDE REPRODUTIVA II";"RESIDÊNCIA";"2016";"2";"12";"EMCM";"2016-12-02";"2016-12-09";"01";"2M45  6T45";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"FIL0924";"FILOSOFIA DA HISTORIA";"GRADUAÇÃO";"2016";"2";"46";"2C1";"2016-07-25";"2016-12-17";"01";"5T3456";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"PPG2349";"TEORIA GERAL DO DIREITO";"LATO SENSU";"2016";"2";"70";"Sala F5 - Setor 5";"2016-07-25";"2016-07-29";"01";"23456N234";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"ECL0018";"SEMINARIOS EM ECOLOGIA";"STRICTO SENSU";"2016";"2";"12";"Auditorio das Aves";"2016-08-01";"2016-08-18";"02";"2T123456";"para alunos de mestrado 2016 ";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"ECL0018";"SEMINARIOS EM ECOLOGIA";"STRICTO SENSU";"2016";"2";"20";"Auditorio das Aves";"2016-08-09";"2016-08-18";"01";"2T123456";"alunos de doutorado 2016 e alguns mestrandos 2016";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"ZOO0436";"INSEMINACAO ARTIFICIAL";"GRADUAÇÃO";"2016";"2";"30";"Sala 04";"2016-07-25";"2016-12-17";"01";"2M234";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Macaíba"
"IMD0327";"PROJETO INTEGRADO II";"GRADUAÇÃO";"2016";"2";"40";"A307";"2016-07-25";"2016-12-17";"01";"4M34 (25/07/2016 - 17/12/2016)";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"MUS0035";"LABORATORIO DE OPERA I";"GRADUAÇÃO";"2016";"2";"8";"21";"2016-07-25";"2016-12-17";"01";"35M34";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"MOR0062";"EMBRIOLOGIA APLICADA A BIOMEDICINA";"GRADUAÇÃO";"2016";"2";"35";"Sala dos embriões";"2016-07-25";"2016-12-17";"01";"35N12";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"LET0357";"MORFOLOGIA DA LINGUA PORTUGUESA I";"GRADUAÇÃO";"2016";"2";"50";"2B2";"2016-07-25";"2016-12-17";"02";"35M34";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"LET0357";"MORFOLOGIA DA LINGUA PORTUGUESA I";"GRADUAÇÃO";"2016";"2";"50";"A definir";"2016-07-25";"2016-12-17";"01";"24M34";"";"f";"1";"";"f";"";"EXCLUÍDA";"";"Presencial";"Campus Central"
"DIM0885";"PROJETOS DE SISTEMAS EM CHIP";"STRICTO SENSU";"2016";"2";"10";"3D6";"2016-08-01";"2016-12-10";"01";"24T12";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"ECO2375";"TOPICOS ESPECIAIS EM DESENVOLVIMENTO REGIONAL, URBANO E TRABALHO II";"GRADUAÇÃO";"2016";"2";"40";"I D5";"2016-07-25";"2016-12-17";"01";"4M34";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"CIV2285";"GESTAO DE RECURSOS HIDRICOS";"STRICTO SENSU";"2016";"2";"25";"Sala 4I16";"2016-08-01";"2016-12-02";"01";"4T234";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"IMD0329";"PROJETO INTEGRADO III";"GRADUAÇÃO";"2016";"2";"1";"INSTITUTO METRÓPOLE DIGITAL";"2016-07-25";"2016-12-17";"IND";"";"";"f";"3";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"DMP0045";"ENTOMOLOGIA MEDICA PARA BIOMEDICINA";"GRADUAÇÃO";"2016";"2";"30";"a definir";"2016-07-25";"2016-12-17";"01";"24N34";"";"f";"1";"";"f";"";"EXCLUÍDA";"";"Presencial";"Campus Central"
"DMP0045";"ENTOMOLOGIA MEDICA PARA BIOMEDICINA";"GRADUAÇÃO";"2016";"2";"30";"Células";"2016-07-25";"2016-12-17";"03";"6N1234";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"DMP0045";"ENTOMOLOGIA MEDICA PARA BIOMEDICINA";"GRADUAÇÃO";"2016";"2";"40";"a definir";"2016-07-25";"2016-12-17";"02";"46N12";"";"f";"1";"";"f";"";"EXCLUÍDA";"";"Presencial";"Campus Central"
"DPU0208";"DIREITO PENAL III";"GRADUAÇÃO";"2016";"2";"53";"Sala 1G2";"2016-07-25";"2016-12-17";"01";"2M56 6M34";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"DPU0208";"DIREITO PENAL III";"GRADUAÇÃO";"2016";"2";"53";"Sala 1H4";"2016-07-25";"2016-12-17";"02";"6N1234";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"ICE1021";"EVOLUCAO DO SISTEMA NERVOSO";"GRADUAÇÃO";"2016";"2";"30";"ECT - Sala 9";"2016-09-25";"2016-11-29";"01";"35M34 (25/09/2016 - 29/11/2016)";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"ARC0003";"SEMINARIO DE DISSERTACAO II";"STRICTO SENSU";"2016";"2";"20";"DEART";"2016-08-01";"2016-12-31";"01";"5T2345";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"ENF5005";"ETICA E BIOETICA";"GRADUAÇÃO";"2016";"2";"60";"SALA 9 - DENFER";"2016-07-25";"2016-12-17";"01";"5T234";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"DBG0034";"BIOSSEGURANCA";"GRADUAÇÃO";"2016";"2";"40";"S1";"2016-07-25";"2016-12-17";"02";"6M34";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"DBG0034";"BIOSSEGURANCA";"GRADUAÇÃO";"2016";"2";"35";"s2";"2016-07-25";"2016-12-17";"01";"2N34";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"PPE0839";"SEMINARIO: ARGUMENTACAO E ANDAIMAGEM NA AULA DE LITERATURA IV";"STRICTO SENSU";"2016";"2";"15";"Bloco de Aulas do CE -2º Andar -Sala 301";"2016-08-08";"2016-12-16";"01";"3M234";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PET0303";"AUTOMACAO DA MEDICAO NA INDUSTRIA DO PETROLEO";"STRICTO SENSU";"2016";"2";"10";"A definir";"2016-10-24";"2016-12-31";"01";"35T56";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"DCS0082";"POLITICA LATINO-AMERICANA";"GRADUAÇÃO";"2016";"2";"50";"Centro Patativa do Assaré";"2016-10-03";"2016-10-08";"01";"234567M123456  234567T561234  23456N1234 (03/10/2016 - 08/10/2016)";"";"f";"1";"";"f";"";"A DEFINIR DOCENTE";"";"Presencial";""
"PET0171";"ESTUDOS ESPECIAIS I";"STRICTO SENSU";"2016";"2";"5";"3D7";"2016-10-24";"2016-12-31";"01";"4M2345";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"LEM2021";"INGLES PARA FINS ACADEMICOS II";"GRADUAÇÃO";"2016";"2";"50";"Setor III - Sala B-5";"2016-07-25";"2016-12-17";"01";"35M12";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"PPGSS0065";"ESTUDOS AVANCADOS EM ESTADO E POLITICA SOCIAL";"STRICTO SENSU";"2016";"2";"13";"Sala F4 - setor V";"2016-08-15";"2016-12-20";"01";"3T3456";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PET0003";"METODOS MATEMATICOS APLICADOS";"STRICTO SENSU";"2016";"2";"40";"3D7";"2016-10-24";"2016-12-23";"01";"5M123456";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PET0501";"QUIMICA AMBIENTAL";"STRICTO SENSU";"2016";"2";"30";"Sala de Treinamento do Nupper";"2016-10-24";"2016-12-31";"01";"2T1234";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"FIS0312";"ELETRICIDADE E MAGNETISMO";"GRADUAÇÃO";"2016";"2";"50";"3A4";"2016-07-25";"2016-12-17";"06";"35N12";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"FIS0312";"ELETRICIDADE E MAGNETISMO";"GRADUAÇÃO";"2016";"2";"50";"3H6";"2016-07-25";"2016-12-17";"02";"35M12";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"FIS0312";"ELETRICIDADE E MAGNETISMO";"GRADUAÇÃO";"2016";"2";"30";"3B5";"2016-07-25";"2016-12-17";"04";"35T12";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"FIS0312";"ELETRICIDADE E MAGNETISMO";"GRADUAÇÃO";"2016";"2";"50";"3B6";"2016-07-25";"2016-12-17";"03";"35T12";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"FIS0312";"ELETRICIDADE E MAGNETISMO";"GRADUAÇÃO";"2016";"2";"50";"3G4";"2016-07-25";"2016-12-17";"05";"24T56";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"FIS0312";"ELETRICIDADE E MAGNETISMO";"GRADUAÇÃO";"2016";"2";"50";"3C1";"2016-07-25";"2016-12-17";"01";"35M12";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"FIS0312";"ELETRICIDADE E MAGNETISMO";"GRADUAÇÃO";"2016";"2";"40";"3C1";"2016-07-25";"2016-12-17";"07";"35N12";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"DPU0041";"DIREITO ECONOMICO";"GRADUAÇÃO";"2016";"2";"53";"Sala 1 B4";"2016-07-25";"2016-12-17";"02";"34N12";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"DPU0041";"DIREITO ECONOMICO";"GRADUAÇÃO";"2016";"2";"53";"CCSA - Ala C, Sala 30 (Sala do professor Fabiano)";"2016-07-25";"2016-12-17";"01";"36M12";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";"Campus Central"
"PET0002";"SISTEMAS DE PRODUCAO PETROLIFERA";"STRICTO SENSU";"2016";"2";"40";"3D7";"2016-09-12";"2016-09-30";"01";"23456M23456";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PET0154";"TOPICOS ESPECIAIS EM ENGENHARIA DE RESERVATORIOS";"STRICTO SENSU";"2016";"2";"1";"Nupprar";"2016-07-25";"2016-12-31";"01";"4T5634";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"EAJ0320";"INTRODUCAO A ZOOTECNIA";"TÉCNICO";"2016";"2";"40";"AGROPECUÁRIA";"2016-07-25";"2016-12-09";"02";"5T45";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"EAJ0320";"INTRODUCAO A ZOOTECNIA";"TÉCNICO";"2016";"2";"40";"EAJ";"2016-07-25";"2016-12-09";"01";"";"";"f";"1";"";"f";"";"EXCLUÍDA";"";"Presencial";""
"PSI4008";"SEMINARIO DE ORIENTACAO DE TESE I";"STRICTO SENSU";"2016";"2";"1";"sala da base";"2016-07-05";"2016-12-09";"02";"2M56";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PSI4008";"SEMINARIO DE ORIENTACAO DE TESE I";"STRICTO SENSU";"2016";"2";"2";"sala da base";"2016-07-05";"2016-12-09";"01";"2N34";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
"PSI4009";"SEMINARIO DE ORIENTACAO DE TESE II";"STRICTO SENSU";"2016";"2";"1";"sala da base";"2016-07-05";"2016-12-09";"02";"4N34";"";"f";"1";"";"f";"";"ABERTA";"";"Presencial";""
